STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls
UTTAR PRADESH,AMBEDKAR NAGAR,2015,20,56,18,14,0,98,0
UTTAR PRADESH,AURAIYA,2015,11,40,17,19,0,36,0
UTTAR PRADESH,AZAMGARH,2015,23,65,23,17,0,70,0
UTTAR PRADESH,BADAUN,2015,22,69,48,49,0,41,0
UTTAR PRADESH,BAGHPAT,2015,14,41,14,13,0,87,0
UTTAR PRADESH,BAHRAICH,2015,25,127,42,40,1,83,0
UTTAR PRADESH,BALLIA,2015,4,28,30,14,0,24,0
UTTAR PRADESH,BALRAMPUR,2015,11,27,5,7,0,16,0
UTTAR PRADESH,BANDA,2015,22,34,20,39,0,37,0
UTTAR PRADESH,BARABANKI,2015,22,90,20,34,0,97,0
UTTAR PRADESH,BAREILLY,2015,44,163,55,97,0,214,0
UTTAR PRADESH,BASTI,2015,8,30,14,7,0,17,0
UTTAR PRADESH,BIJNOR,2015,40,100,27,56,0,254,0
UTTAR PRADESH,BULANDSHAHAR,2015,24,127,40,60,0,327,0
UTTAR PRADESH,CHANDOLI,2015,3,12,15,6,0,67,0
UTTAR PRADESH,CHITRAKOOT DHAM,2015,15,13,15,23,0,16,0
UTTAR PRADESH,CSM NAGAR,2015,30,75,13,17,0,9,0
UTTAR PRADESH,DEORIA,2015,4,18,21,4,0,9,0
UTTAR PRADESH,ETAH,2015,11,60,30,45,0,72,0
UTTAR PRADESH,ETAWAH,2015,4,44,29,19,0,81,0
UTTAR PRADESH,FAIZABAD,2015,16,69,18,27,0,16,0
UTTAR PRADESH,FATEHGARH,2015,11,55,24,26,0,30,0
UTTAR PRADESH,FATEHPUR,2015,33,57,42,53,2,83,0
UTTAR PRADESH,FIROZABAD,2015,18,78,54,33,0,83,0
UTTAR PRADESH,G.R.P.,2015,1,6,3,20,0,0,0
UTTAR PRADESH,GAUTAMBUDH NAGAR,2015,39,77,19,41,0,132,0
UTTAR PRADESH,GHAZIABAD,2015,44,285,69,77,0,536,0
UTTAR PRADESH,GHAZIPUR,2015,5,15,32,12,0,41,0
UTTAR PRADESH,GONDA,2015,9,67,47,30,0,6,0
UTTAR PRADESH,GORAKHPUR,2015,45,199,61,69,0,266,0
UTTAR PRADESH,HAMIRPUR,2015,6,13,15,25,0,22,0
UTTAR PRADESH,HARDOI,2015,20,73,24,50,0,55,0
UTTAR PRADESH,HATHRAS,2015,24,60,30,45,0,107,0
UTTAR PRADESH,J.P.NAGAR,2015,24,52,21,25,0,69,0
UTTAR PRADESH,JALAUN,2015,5,28,23,28,0,32,0
UTTAR PRADESH,JAUNPUR,2015,12,60,39,32,0,57,0
UTTAR PRADESH,JHANSI,2015,9,32,32,43,1,7,0
UTTAR PRADESH,KANNAUJ,2015,7,43,22,23,0,39,0
UTTAR PRADESH,KANPUR NAGAR,2015,42,263,92,118,7,447,0
UTTAR PRADESH,KANSHIRAM NAGAR,2015,10,35,26,23,0,28,0
UTTAR PRADESH,KAUSHAMBI,2015,12,29,22,33,0,59,0
UTTAR PRADESH,KHIRI,2015,26,80,37,37,0,33,0
UTTAR PRADESH,KUSHI NAGAR,2015,11,25,25,13,0,12,0
UTTAR PRADESH,LALITPUR,2015,7,9,8,17,0,17,0
UTTAR PRADESH,LUCKNOW,2015,75,320,66,155,0,745,0
UTTAR PRADESH,MAHARAJGANJ,2015,16,45,14,11,0,50,0
UTTAR PRADESH,MAHOBA,2015,9,15,14,28,0,18,0
UTTAR PRADESH,MAINPURI,2015,15,66,28,37,0,16,0
UTTAR PRADESH,MATHURA,2015,24,79,29,49,0,219,0
UTTAR PRADESH,MAU,2015,10,41,17,30,0,49,0
UTTAR PRADESH,MEERUT,2015,64,147,43,91,0,344,0
UTTAR PRADESH,MIRZAPUR,2015,2,3,25,4,0,137,0
UTTAR PRADESH,MORADABAD,2015,66,184,41,76,0,268,0
UTTAR PRADESH,MUZAFFARNAGAR,2015,34,174,40,52,0,341,0
UTTAR PRADESH,PILIBHIT,2015,16,54,30,25,0,113,0
UTTAR PRADESH,PRATAPGARH,2015,23,64,34,25,0,74,0
UTTAR PRADESH,RAIBAREILLY,2015,27,47,20,39,0,63,0
UTTAR PRADESH,RAMABAI NAGAR,2015,12,80,22,38,0,88,0
UTTAR PRADESH,RAMPUR,2015,65,96,23,44,0,121,0
UTTAR PRADESH,SAHARANPUR,2015,11,35,26,20,0,140,0
UTTAR PRADESH,SANT KABIRNAGAR,2015,24,44,6,17,0,25,0
UTTAR PRADESH,SHAHJAHANPUR,2015,45,85,50,44,0,12,0
UTTAR PRADESH,SHRAWASTI,2015,14,23,16,19,0,3,0
UTTAR PRADESH,SIDHARTHNAGAR,2015,8,38,15,17,0,33,0
UTTAR PRADESH,SITAPUR,2015,11,109,45,54,0,111,0
UTTAR PRADESH,SONBHADRA,2015,21,20,20,13,0,16,0
UTTAR PRADESH,ST.RAVIDASNAGAR,2015,1,9,11,3,0,8,0
UTTAR PRADESH,SULTANPUR,2015,14,49,16,41,0,62,0
UTTAR PRADESH,UNNAO,2015,32,76,26,57,0,74,0
UTTAR PRADESH,VARANASI,2015,9,71,26,14,0,166,0
UTTAR PRADESH,TOTAL,2015,1563,5468,2217,2793,11,7978,0
UTTARAKHAND,ALMORA,2015,3,5,4,3,0,4,0
UTTARAKHAND,BAGESHWAR,2015,2,2,2,3,1,1,0
UTTARAKHAND,CHAMOLI,2015,1,0,0,3,0,1,0
UTTARAKHAND,CHAMPAWAT,2015,1,0,1,1,0,0,0
UTTARAKHAND,DEHRADUN,2015,37,57,12,26,74,117,0
UTTARAKHAND,HARIDWAR,2015,28,71,15,31,67,103,0
UTTARAKHAND,NAINITAL,2015,13,29,5,15,17,15,0
UTTARAKHAND,PAURI GARHWAL,2015,4,3,4,5,3,7,0
UTTARAKHAND,PITHORAGARH,2015,3,5,1,5,0,6,0
UTTARAKHAND,RUDRA PRAYAG,2015,5,3,6,3,1,1,0
UTTARAKHAND,TEHRI GARHWAL,2015,1,2,2,6,0,1,0
UTTARAKHAND,UDHAMSINGH NAGAR,2015,22,69,23,23,0,75,0
UTTARAKHAND,UTTARKASHI,2015,1,3,0,1,2,3,0
UTTARAKHAND,TOTAL,2015,121,249,75,125,165,334,0
WEST BENGAL,24 PARGANAS NORTH,2015,173,292,71,174,8,2378,5
WEST BENGAL,24 PARGANAS SOUTH,2015,258,215,48,113,0,2879,0
WEST BENGAL,ASANSOL,2015,18,13,19,13,0,310,0
WEST BENGAL,BANKURA,2015,36,45,18,59,2,279,0
WEST BENGAL,BIRBHUM,2015,44,29,25,48,0,301,0
WEST BENGAL,BURDWAN,2015,72,69,28,93,0,693,0
WEST BENGAL,COOCHBEHAR,2015,143,170,12,62,0,535,0
WEST BENGAL,DAKSHIN DINAJPUR,2015,56,87,19,77,0,264,0
WEST BENGAL,DARJEELING,2015,36,75,2,57,7,158,0
WEST BENGAL,HOOGHLY,2015,52,87,12,47,0,694,0
WEST BENGAL,HOWRAH,2015,59,154,31,121,0,1078,0
WEST BENGAL,HOWRAH G.R.P.,2015,0,4,0,8,0,0,0
WEST BENGAL,JALPAIGURI,2015,180,206,12,269,0,649,0
WEST BENGAL,KHARAGPUR G.R.P.,2015,0,1,0,0,0,0,0
WEST BENGAL,KOLKATA,2015,32,91,12,226,133,400,3
WEST BENGAL,MALDA,2015,167,122,6,139,1,621,0
WEST BENGAL,MURSHIDABAD,2015,526,441,45,609,6,2927,0
WEST BENGAL,NADIA,2015,167,339,65,102,4,1586,0
WEST BENGAL,PASCHIM MIDNAPUR,2015,67,101,18,70,1,669,0
WEST BENGAL,PURAB MIDNAPUR,2015,51,120,27,16,0,702,0
WEST BENGAL,PURULIA,2015,42,0,13,60,0,194,0
WEST BENGAL,SEALDAH G.R.P.,2015,2,3,2,5,0,2,0
WEST BENGAL,SILIGURI G.R.P.,2015,0,1,0,3,0,0,0
WEST BENGAL,UTTAR DINAJPUR,2015,130,99,22,94,1,477,0
WEST BENGAL,TOTAL,2015,2311,2764,507,2465,163,17796,8
A & N ISLANDS,ANDAMAN,2015,23,8,0,31,10,9,0
A & N ISLANDS,NICOBAR,2015,1,0,0,0,0,0,0
A & N ISLANDS,TOTAL,2015,24,8,0,31,10,9,0
CHANDIGARH,CHANDIGARH,2015,31,28,5,29,4,41,0
CHANDIGARH,TOTAL,2015,31,28,5,29,4,41,0
D & N HAVELI,D and N HAVELI,2015,3,10,0,11,2,3,0
D & N HAVELI,TOTAL,2015,3,10,0,11,2,3,0
DAMAN & DIU,DAMAN,2015,1,2,0,2,0,1,0
DAMAN & DIU,DIU,2015,0,0,0,0,0,2,0
DAMAN & DIU,TOTAL,2015,1,2,0,2,0,3,0
DELHI,CAW,2015,0,0,0,0,0,187,0
DELHI,CENTRAL,2015,20,62,2,25,3,62,0
DELHI,CRIME BRANCH,2015,0,0,0,0,0,0,0
DELHI,DELHI UT TOTAL,2015,507,1740,143,601,80,1404,0
DELHI,EAST,2015,47,192,12,83,8,163,0
DELHI,EOW,2015,0,0,0,0,0,0,0
DELHI,GRP(RLY),2015,2,5,0,3,0,0,0
DELHI,IGI AIRPORT,2015,0,0,0,7,0,0,0
DELHI,NEW DELHI,2015,16,21,0,20,10,2,0
DELHI,NORTH,2015,7,88,8,23,8,63,0
DELHI,NORTH-EAST,2015,51,252,24,68,5,216,0
DELHI,NORTH-WEST,2015,50,132,11,62,5,163,0
DELHI,OUTER,2015,49,260,21,64,9,124,0
DELHI,SOUTH,2015,59,144,9,66,10,79,0
DELHI,SOUTH-EAST,2015,80,189,13,92,10,60,0
DELHI,SOUTH-WEST,2015,54,203,24,28,5,94,0
DELHI,STF,2015,0,0,0,0,0,0,0
DELHI,WEST,2015,72,192,19,60,7,191,0
LAKSHADWEEP,LAKSHADWEEP,2015,0,0,0,0,0,0,0
LAKSHADWEEP,TOTAL,2015,0,0,0,0,0,0,0
PUDUCHERRY,KARAIKAL,2015,1,2,0,15,5,1,0
PUDUCHERRY,PUDUCHERRY,2015,2,12,1,31,17,6,0
PUDUCHERRY,TOTAL,2015,3,14,1,46,22,7,0
ANDHRA PRADESH,ADILABAD,2016,84,70,20,112,142,429,0
ANDHRA PRADESH,ANANTAPUR,2016,16,83,36,156,16,198,0
ANDHRA PRADESH,CHITTOOR,2016,17,47,25,124,168,421,0
ANDHRA PRADESH,CUDDAPAH,2016,41,65,15,144,17,122,0
ANDHRA PRADESH,CYBERABAD,2016,89,90,51,158,234,1411,0
ANDHRA PRADESH,EAST GODAVARI,2016,72,51,17,176,224,575,0
ANDHRA PRADESH,GUNTAKAL RLY.,2016,0,0,0,0,3,1,0
ANDHRA PRADESH,GUNTUR,2016,40,57,8,223,140,494,0
ANDHRA PRADESH,GUNTUR URBAN,2016,33,28,6,86,111,395,0
ANDHRA PRADESH,HYDERABAD CITY,2016,59,39,37,157,93,1355,0
ANDHRA PRADESH,KARIMNAGAR,2016,58,120,40,253,235,702,0
ANDHRA PRADESH,KHAMMAM,2016,84,73,20,243,140,519,0
ANDHRA PRADESH,KRISHNA,2016,80,75,15,348,292,733,0
ANDHRA PRADESH,KURNOOL,2016,39,58,20,340,222,424,0
ANDHRA PRADESH,MAHABOOBNAGAR,2016,88,69,28,162,66,259,0
ANDHRA PRADESH,MEDAK,2016,38,33,26,121,50,384,0
ANDHRA PRADESH,NALGONDA,2016,48,51,36,229,150,255,0
ANDHRA PRADESH,NELLORE,2016,28,81,7,166,119,187,0
ANDHRA PRADESH,NIZAMABAD,2016,63,51,27,98,100,569,0
ANDHRA PRADESH,PRAKASHAM,2016,24,81,11,243,56,266,0
ANDHRA PRADESH,RAJAHMUNDRY,2016,15,28,3,44,34,189,0
ANDHRA PRADESH,RANGA REDDY,2016,24,20,15,50,2,89,0
ANDHRA PRADESH,SECUNDERABAD RLY.,2016,0,1,1,5,1,2,0
ANDHRA PRADESH,SRIKAKULAM,2016,29,23,8,91,83,333,0
ANDHRA PRADESH,TIRUPATHI URBAN,2016,10,1,5,40,7,112,0
ANDHRA PRADESH,VIJAYAWADA CITY,2016,37,50,17,248,355,1066,0
ANDHRA PRADESH,VIJAYAWADA RLY.,2016,1,2,1,3,2,1,0
ANDHRA PRADESH,VISAKHA RURAL,2016,38,30,8,120,128,203,0
ANDHRA PRADESH,VISAKHAPATNAM,2016,57,48,12,31,50,386,0
ANDHRA PRADESH,VIZIANAGARAM,2016,50,20,5,79,99,384,0
ANDHRA PRADESH,WARANGAL,2016,48,62,26,157,27,89,0
ANDHRA PRADESH,WARANGAL URBAN,2016,35,15,26,78,54,63,0
ANDHRA PRADESH,WEST GODAVARI,2016,97,90,27,364,238,760,0
ANDHRA PRADESH,TOTAL,2016,1442,1612,599,4849,3658,13376,0
ARUNACHAL PRADESH,ANJAW,2016,0,0,0,0,0,0,0
ARUNACHAL PRADESH,CHANGLANG,2016,3,7,0,3,0,2,0
ARUNACHAL PRADESH,DIBANG VALLEY,2016,3,2,0,1,0,0,0
ARUNACHAL PRADESH,K/KUMEY,2016,4,0,0,0,0,0,0
ARUNACHAL PRADESH,KAMENG EAST,2016,3,2,0,3,0,0,0
ARUNACHAL PRADESH,KAMENG WEST,2016,0,1,0,4,0,0,0
ARUNACHAL PRADESH,LOHIT,2016,5,4,0,2,0,0,0
ARUNACHAL PRADESH,PAPUM PARE,2016,4,17,0,7,0,9,0
ARUNACHAL PRADESH,RURAL,2016,2,4,0,4,0,3,0
ARUNACHAL PRADESH,SIANG EAST,2016,8,4,0,7,0,2,0
ARUNACHAL PRADESH,SIANG UPPER,2016,1,3,0,3,0,0,0
ARUNACHAL PRADESH,SIANG WEST,2016,2,5,0,8,0,2,0
ARUNACHAL PRADESH,SUBANSIRI LOWER,2016,2,3,0,0,0,0,0
ARUNACHAL PRADESH,SUBANSIRI UPPER,2016,2,6,0,5,0,0,0
ARUNACHAL PRADESH,TAWANG,2016,0,1,0,1,0,0,0
ARUNACHAL PRADESH,TIRAP,2016,3,1,0,3,0,0,0
ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2016,0,0,0,0,0,0,0
ARUNACHAL PRADESH,TOTAL,2016,42,60,0,51,0,18,0
ASSAM,BARPETA,2016,92,156,5,25,0,336,0
ASSAM,BASKA,2016,29,60,3,4,0,25,0
ASSAM,BONGAIGAON,2016,72,64,5,2,0,126,0
ASSAM,C.I.D.,2016,0,0,0,0,0,0,0
ASSAM,CACHAR,2016,74,167,4,7,0,498,0
ASSAM,CHIRANG,2016,30,40,4,8,0,51,0
ASSAM,DARRANG,2016,95,192,2,109,2,164,0
ASSAM,DHEMAJI,2016,62,59,5,40,0,122,0
ASSAM,DHUBRI,2016,157,276,12,210,2,693,0
ASSAM,DIBRUGARH,2016,54,29,0,7,0,135,0
ASSAM,G.R.P.,2016,1,1,0,0,0,0,0
ASSAM,GOALPARA,2016,99,89,3,2,0,142,2
ASSAM,GOLAGHAT,2016,54,146,1,66,0,194,0
ASSAM,GUWAHATI CITY,2016,56,306,10,112,0,213,0
ASSAM,HAILAKANDI,2016,61,63,4,27,0,126,0
ASSAM,JORHAT,2016,49,11,2,49,0,172,0
ASSAM,KAMRUP,2016,63,139,6,61,0,147,0
ASSAM,KARBI ANGLONG,2016,13,35,0,22,0,20,0
ASSAM,KARIMGANJ,2016,46,68,4,15,0,194,0
ASSAM,KOKRAJHAR,2016,52,79,1,31,0,120,0
ASSAM,LAKHIMPUR,2016,52,120,0,57,0,119,0
ASSAM,MORIGAON,2016,54,93,3,12,0,112,0
ASSAM,N.C.HILLS,2016,3,8,1,0,0,4,0
ASSAM,NAGAON,2016,165,358,20,82,4,772,0
ASSAM,NALBARI,2016,28,83,4,95,0,140,0
ASSAM,R.P.O.,2016,5,3,0,1,0,10,0
ASSAM,SIBSAGAR,2016,49,118,8,78,0,99,0
ASSAM,SONITPUR,2016,96,231,12,34,0,346,0
ASSAM,TINSUKIA,2016,61,135,1,27,0,121,0
ASSAM,UDALGURI,2016,28,63,1,10,0,45,0
ASSAM,TOTAL,2016,1700,3192,121,1193,8,5246,2
BIHAR,ARARIA,2016,69,91,26,14,0,24,0
BIHAR,ARWAL,2016,5,9,24,8,0,8,0
BIHAR,AURANGABAD,2016,18,60,30,32,0,152,0
BIHAR,BAGAHA,2016,16,48,13,8,0,15,0
BIHAR,BANKA,2016,26,56,31,8,0,26,0
BIHAR,BEGUSARAI,2016,17,94,39,12,0,39,0
BIHAR,BETTIAH,2016,21,81,32,7,0,67,0
BIHAR,BHABHUA,2016,9,36,33,32,0,17,0
BIHAR,BHAGALPUR,2016,23,94,12,10,0,17,0
BIHAR,BHOJPUR,2016,16,48,40,2,0,72,0
BIHAR,BUXAR,2016,13,52,37,6,0,59,0
BIHAR,DARBHANGA,2016,34,97,38,202,0,284,0
BIHAR,GAYA,2016,23,63,56,7,0,47,0
BIHAR,GOPALGANJ,2016,17,106,35,30,0,56,0
BIHAR,JAMALPUR RLY.,2016,0,0,0,2,0,1,0
BIHAR,JAMUI,2016,23,28,13,34,0,40,0
BIHAR,JEHANABAD,2016,10,14,20,8,0,22,0
BIHAR,KATIHAR,2016,103,102,29,10,0,25,1
BIHAR,KATIHAR RLY.,2016,2,0,0,4,0,2,0
BIHAR,KHAGARIA,2016,14,42,15,0,0,26,0
BIHAR,KISHANGANJ,2016,30,60,13,20,0,50,0
BIHAR,LAKHISARAI,2016,5,31,14,12,0,44,0
BIHAR,MADHEPURA,2016,8,67,11,0,0,21,0
BIHAR,MADHUBANI,2016,44,148,35,0,0,138,0
BIHAR,MOTIHARI,2016,37,179,69,8,0,57,0
BIHAR,MUNGER,2016,7,56,10,2,0,49,0
BIHAR,MUZAFFARPUR,2016,56,219,76,4,0,91,2
BIHAR,MUZAFFARPUR RLY.,2016,0,4,1,11,0,0,0
BIHAR,NALANDA,2016,15,72,55,29,0,96,0
BIHAR,NAUGACHIA,2016,7,20,8,6,0,44,0
BIHAR,NAWADAH,2016,12,33,21,35,0,57,0
BIHAR,PATNA,2016,41,167,112,1,2,317,0
BIHAR,PATNA RLY.,2016,1,0,2,11,0,0,0
BIHAR,PURNEA,2016,62,78,13,24,3,140,0
BIHAR,ROHTAS,2016,20,84,32,46,0,57,0
BIHAR,SAHARSA,2016,8,41,17,35,0,27,1
BIHAR,SAMASTIPUR,2016,40,105,46,9,2,66,0
BIHAR,SARAN,2016,10,137,74,46,0,131,1
BIHAR,SHEIKHPURA,2016,3,14,8,0,0,35,0
BIHAR,SHEOHAR,2016,4,20,5,3,1,15,0
BIHAR,SITAMARHI,2016,8,49,29,14,0,33,0
BIHAR,SIWAN,2016,16,150,139,4,3,53,5
BIHAR,SUPAUL,2016,23,48,24,8,0,28,0
BIHAR,VAISHALI,2016,18,147,76,26,0,59,0
BIHAR,TOTAL,2016,934,3050,1413,790,11,2607,10
CHHATTISGARH,BALRAMPUR,2016,55,0,3,52,0,23,0
CHHATTISGARH,BILASPUR,2016,70,16,17,146,4,72,0
CHHATTISGARH,BIZAPUR,2016,4,2,0,5,0,3,0
CHHATTISGARH,DANTEWARA,2016,8,7,0,10,1,9,0
CHHATTISGARH,DHAMTARI,2016,27,18,4,44,3,16,0
CHHATTISGARH,DURG,2016,115,86,13,291,43,131,1
CHHATTISGARH,GARIYABAND,2016,21,1,5,30,1,8,0
CHHATTISGARH,GRP RAIPUR,2016,2,0,1,1,0,1,0
CHHATTISGARH,JAGDALPUR,2016,68,9,0,29,3,19,0
CHHATTISGARH,JANJGIR,2016,33,10,15,114,15,104,0
CHHATTISGARH,JASHPUR,2016,78,33,1,69,2,36,0
CHHATTISGARH,KABIRDHAM,2016,23,16,2,43,7,14,0
CHHATTISGARH,KANKER,2016,29,4,4,14,2,10,0
CHHATTISGARH,KORBA,2016,39,2,5,86,12,48,0
CHHATTISGARH,KORIYA,2016,72,11,3,95,1,55,1
CHHATTISGARH,MAHASAMUND,2016,30,35,2,65,11,31,0
CHHATTISGARH,NARAYANPUR,2016,5,0,0,2,1,0,0
CHHATTISGARH,RAIGARH,2016,62,10,11,84,6,32,0
CHHATTISGARH,RAIPUR,2016,133,35,11,232,53,100,0
CHHATTISGARH,RAJNANDGAON,2016,38,21,4,70,3,23,0
CHHATTISGARH,SARGUJA,2016,65,32,0,114,3,36,0
CHHATTISGARH,SURAJPUR,2016,76,17,3,58,3,63,0
CHHATTISGARH,TOTAL,2016,1053,365,104,1654,174,834,2
GOA,NORTH GOA,2016,13,8,1,20,9,10,0
GOA,SOUTH GOA,2016,16,9,0,9,3,8,0
GOA,TOTAL,2016,29,17,1,29,12,18,0
GUJARAT,AHMEDABAD COMMR.,2016,60,184,19,83,16,1390,0
GUJARAT,AHMEDABAD RURAL,2016,10,71,1,22,0,131,0
GUJARAT,AHWA-DANG,2016,1,0,1,1,0,8,0
GUJARAT,AMRELI,2016,10,77,0,28,1,143,0
GUJARAT,ANAND,2016,10,42,0,20,0,196,0
GUJARAT,BHARUCH,2016,13,27,0,9,0,4,0
GUJARAT,BHAVNAGAR,2016,8,88,0,35,33,181,0
GUJARAT,CID CRIME,2016,0,0,0,0,0,0,0
GUJARAT,DAHOD,2016,6,48,0,11,0,14,0
GUJARAT,GANDHINAGAR,2016,14,16,0,16,1,132,0
GUJARAT,HIMATNAGAR,2016,10,46,0,29,4,229,0
GUJARAT,JAMNAGAR,2016,21,51,0,34,8,356,0
GUJARAT,JUNAGADH,2016,11,68,1,26,4,423,0
GUJARAT,KHEDA NORTH,2016,12,48,0,14,0,132,0
GUJARAT,KUTCH (EAST(G)),2016,8,17,2,13,1,137,0
GUJARAT,KUTCH (WEST-BHUJ),2016,15,15,0,14,0,108,0
GUJARAT,MEHSANA,2016,9,63,2,20,2,242,0
GUJARAT,NARMADA,2016,7,4,0,3,0,5,0
GUJARAT,NAVSARI,2016,2,10,0,6,2,31,0
GUJARAT,PALANPUR,2016,38,87,1,64,1,349,0
GUJARAT,PANCHMAHAL,2016,10,57,0,33,0,249,0
GUJARAT,PATAN,2016,16,44,0,43,1,156,0
GUJARAT,PORBANDAR,2016,6,9,0,1,1,84,0
GUJARAT,RAJKOT COMMR.,2016,10,34,0,17,3,246,0
GUJARAT,RAJKOT RURAL,2016,23,69,2,21,6,279,0
GUJARAT,SURAT COMMR.,2016,36,83,0,34,3,276,0
GUJARAT,SURAT RURAL,2016,6,14,0,9,0,55,0
GUJARAT,SURENDRANAGAR,2016,19,41,0,28,4,129,0
GUJARAT,TAPI,2016,2,2,0,3,0,9,0
GUJARAT,VADODARA COMMR.,2016,9,44,1,15,2,240,0
GUJARAT,VADODARA RURAL,2016,28,62,0,19,0,95,0
GUJARAT,VALSAD,2016,9,19,0,6,0,23,0
GUJARAT,W.RLY AHMEDABAD,2016,0,1,0,6,0,0,0
GUJARAT,W.RLY VADODARA,2016,0,1,0,2,0,0,0
GUJARAT,TOTAL,2016,439,1442,30,685,93,6052,0
HARYANA,AMBALA,2016,37,23,5,28,20,191,0
HARYANA,BHIWANI,2016,41,30,18,26,12,97,0
HARYANA,FARIDABAD,2016,54,82,10,31,59,218,0
HARYANA,FATEHABAD,2016,15,18,7,6,8,86,0
HARYANA,GRP,2016,0,2,4,2,130,0,0
HARYANA,GURGAON,2016,40,37,25,27,29,107,0
HARYANA,HISSAR,2016,36,62,14,37,18,248,0
HARYANA,JHAJJAR,2016,32,19,12,20,26,117,0
HARYANA,JIND,2016,37,28,15,15,13,91,0
HARYANA,KAITHAL,2016,20,17,8,18,0,119,0
HARYANA,KARNAL,2016,62,18,18,25,26,166,0
HARYANA,KURUKSHETRA,2016,29,30,7,22,20,68,0
HARYANA,MAHENDRAGARH,2016,26,38,11,22,0,85,0
HARYANA,MEWAT,2016,28,23,7,9,3,119,0
HARYANA,PALWAL,2016,54,43,13,32,0,75,0
HARYANA,PANCHKULA,2016,17,15,2,9,0,77,0
HARYANA,PANIPAT,2016,47,70,11,29,19,163,0
HARYANA,REWARI,2016,17,19,7,19,34,94,0
HARYANA,ROHTAK,2016,57,32,9,38,52,124,0
HARYANA,SIRSA,2016,21,49,16,26,0,170,0
HARYANA,SONIPAT,2016,27,42,23,19,15,156,0
HARYANA,YAMUNANAGAR,2016,36,36,13,14,6,169,0
HARYANA,TOTAL,2016,733,733,255,474,490,2740,0
HIMACHAL PRADESH,BADDIPOLICEDIST,2016,8,15,0,7,0,9,0
HIMACHAL PRADESH,BILASPUR,2016,8,3,0,18,9,17,0
HIMACHAL PRADESH,CHAMBA,2016,6,18,2,29,3,10,0
HIMACHAL PRADESH,CID,2016,0,0,0,0,0,0,0
HIMACHAL PRADESH,G.R.P.,2016,0,0,0,0,0,0,0
HIMACHAL PRADESH,HAMIRPUR,2016,5,7,0,17,12,5,0
HIMACHAL PRADESH,KANGRA,2016,32,55,1,60,12,42,0
HIMACHAL PRADESH,KINNAUR,2016,6,1,1,4,0,1,0
HIMACHAL PRADESH,KULLU,2016,20,12,0,38,2,21,0
HIMACHAL PRADESH,LAHAUL-SPITI,2016,1,0,0,0,0,0,0
HIMACHAL PRADESH,MANDI,2016,26,16,0,55,12,40,0
HIMACHAL PRADESH,SHIMLA,2016,22,24,0,45,5,16,0
HIMACHAL PRADESH,SIRMAUR,2016,12,17,0,33,1,23,0
HIMACHAL PRADESH,SOLAN,2016,11,13,0,8,0,16,0
HIMACHAL PRADESH,UNA,2016,11,10,0,17,6,39,0
HIMACHAL PRADESH,TOTAL,2016,168,191,4,331,62,239,0
JAMMU & KASHMIR,ANANTNAG,2016,18,108,0,134,46,6,0
JAMMU & KASHMIR,AWANTIPORA,2016,4,26,0,13,5,3,0
JAMMU & KASHMIR,BANDIPORA,2016,1,57,0,61,5,3,0
JAMMU & KASHMIR,BARAMULLA,2016,12,73,0,94,23,1,0
JAMMU & KASHMIR,BUDGAM,2016,8,100,0,94,27,2,0
JAMMU & KASHMIR,CRIME JAMMU,2016,0,0,0,0,0,0,0
JAMMU & KASHMIR,CRIME SRINAGAR,2016,0,0,0,0,0,0,0
JAMMU & KASHMIR,DODA,2016,16,43,0,25,7,20,0
JAMMU & KASHMIR,GANDERBAL,2016,9,30,0,57,1,1,0
JAMMU & KASHMIR,HANDWARA,2016,6,33,0,76,14,1,0
JAMMU & KASHMIR,JAMMU,2016,35,61,3,38,45,51,0
JAMMU & KASHMIR,KARGIL,2016,1,1,0,2,0,2,0
JAMMU & KASHMIR,KATHUA,2016,17,32,5,32,8,19,0
JAMMU & KASHMIR,KISHTWAR,2016,4,25,0,12,1,16,0
JAMMU & KASHMIR,KULGAM,2016,10,44,0,68,12,1,0
JAMMU & KASHMIR,KUPWARA,2016,11,45,0,45,11,4,0
JAMMU & KASHMIR,LEH,2016,3,0,0,7,1,0,0
JAMMU & KASHMIR,POONCH,2016,18,32,0,31,7,29,0
JAMMU & KASHMIR,PULWAMA,2016,5,34,0,11,7,0,0
JAMMU & KASHMIR,RAILWAYS JAMMU,2016,0,0,0,0,0,0,0
JAMMU & KASHMIR,RAILWAYS KASHMIR,2016,0,0,0,0,1,0,0
JAMMU & KASHMIR,RAJOURI,2016,32,43,1,30,4,49,0
JAMMU & KASHMIR,RAMBAN,2016,13,15,0,12,4,0,0
JAMMU & KASHMIR,REASI,2016,11,15,0,11,5,1,0
JAMMU & KASHMIR,SAMBA,2016,3,11,2,6,17,5,0
JAMMU & KASHMIR,SHOPIAN,2016,8,29,0,77,8,0,0
JAMMU & KASHMIR,SOPORE,2016,4,38,0,58,9,5,0
JAMMU & KASHMIR,SRINAGAR,2016,14,110,0,171,70,54,0
JAMMU & KASHMIR,UDHAMPUR,2016,14,18,0,29,12,13,0
JAMMU & KASHMIR,TOTAL,2016,277,1023,11,1194,350,286,0
JHARKHAND,BOKARO,2016,46,57,13,4,0,102,0
